1,1663348
2,117001
3,85257
4,73866
5,63731
6,52606
7,45741
8,39058
9,33846
10,28763
11,25479
12,21249
13,19131
14,16658
15,14689
16,12854
17,11330
18,10059
19,9051
20,8015
21,7095
22,6298
23,5899
24,5076
25,4808
26,4264
27,3979
28,3516
29,3193
30,2931
31,2666
32,2487
33,2330
34,2131
35,1943
36,1683
37,1550
38,1271
39,1236
40,1098
41,1089
42,1031
43,921
44,869
45,775
46,768
47,652
48,645
49,611
50,628
51,522
52,513
53,474
54,455
55,427
56,416
57,397
58,399
59,323
60,335
61,287
62,293
63,292
64,291
65,278
66,244
67,220
68,229
69,203
70,171
71,177
72,165
73,206
74,150
75,145
76,173
77,140
78,143
79,131
80,153
81,120
82,121
83,100
84,100
85,103
86,92
87,91
88,82
89,79
90,99
91,57
92,73
93,80
94,80
95,72
96,69
97,74
98,61
99,61
100,63
101,58
102,65
103,42
104,64
105,58
106,59
107,53
108,47
109,48
110,36
111,48
112,44
113,45
114,40
115,41
116,43
117,38
118,32
119,20
120,44
121,24
122,32
123,32
124,26
125,28
126,33
127,28
128,38
129,27
130,22
131,18
132,22
133,12
134,17
135,20
136,20
137,22
138,19
139,17
140,16
141,14
142,17
143,14
144,19
145,16
146,15
147,20
148,12
149,21
150,16
151,9
152,11
153,15
154,13
155,12
156,11
157,15
158,10
159,13
160,15
161,9
162,8
163,15
164,10
165,8
166,11
167,9
168,7
169,12
170,2
171,6
172,10
173,9
174,7
175,5
176,7
177,2
178,8
179,6
180,7
181,9
182,8
183,7
184,10
185,6
186,6
187,8
188,7
189,6
190,13
191,6
192,6
193,1
194,4
195,5
196,3
197,5
198,2
199,3
200,8
201,4
202,5
203,8
204,3
205,4
206,6
207,5
208,1
209,5
210,3
212,5
213,4
214,4
215,8
216,7
217,2
218,2
219,7
220,5
221,4
222,2
223,3
224,2
225,4
226,2
227,4
228,1
229,1
230,3
231,3
232,3
233,2
234,2
235,4
236,2
237,1
238,3
239,3
240,2
241,5
242,5
243,2
244,2
245,5
246,2
247,1
248,1
250,2
251,2
252,2
253,1
254,3
256,5
257,2
258,1
259,1
260,2
262,1
263,3
264,2
266,2
267,2
270,4
271,4
272,3
273,1
274,2
275,1
277,1
278,2
279,1
280,3
281,1
282,1
283,1
284,2
285,2
287,2
288,2
289,2
290,2
293,1
294,2
296,1
297,2
299,1
301,3
302,2
304,2
306,2
307,1
309,1
311,2
314,2
317,1
319,1
320,2
322,1
324,1
326,2
327,1
330,1
333,1
335,1
338,2
339,1
343,2
344,1
345,1
346,1
347,2
349,1
358,1
359,2
360,1
361,2
363,1
368,3
369,1
370,2
374,1
375,1
378,1
380,1
383,2
384,2
387,2
392,1
393,1
394,1
400,1
403,1
411,1
421,1
425,1
430,1
435,2
443,1
448,1
452,1
458,1
459,1
462,2
472,1
478,1
479,1
482,1
483,1
485,1
497,1
500,1
543,1
555,1
557,1
567,1
579,2
600,1
609,1
616,1
627,1
707,1
722,1
742,1
775,1
818,1
955,1
1000,1
1332,1
